ID,MU_GLOBAL,MU_SOURCE1,MU_SOURCE2,ISSOIL,SHARE,SEQ,SU_SYM74,SU_CODE74,SU_SYM85,SU_CODE85,SU_SYM90,SU_CODE90,DRAINAGE,T_GRAVEL,T_SAND,T_SILT,T_CLAY,T_USDA_TEX_CLASS,T_BULK_DENSITY,T_OC,S_GRAVEL,S_SAND,S_SILT,S_CLAY,S_USDA_TEX_CLASS,S_BULK_DENSITY,S_OC
18792,17999,MN-3082,,1,70,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18793,17999,MN-3082,,1,10,2,,,,,GLu,15,2,1,41,31,28,5,1.26,3.53,1,45,25,30,5,1.62,0.63
18794,17999,MN-3082,,1,10,3,,,,,PHh,132,4,1,34,35,31,5,1.29,1.75,1,36,35,29,5,1.36,0.66
18795,17999,MN-3082,,1,10,4,,,,,FLe,2,4,1,44,33,23,9,1.33,0.73,1,46,31,23,9,1.4,0.32
18796,18000,MN-3083,,1,60,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18797,18000,MN-3083,,1,30,2,,,,,CHh,52,4,1,25,48,27,5,1.21,2.15,1,25,49,26,9,1.31,0.96
18798,18000,MN-3083,,1,10,3,,,,,LPu,102,3,32,55,26,19,11,1.07,2.62,,,,,,,
18799,18001,MN-3084,,1,40,1,,,,,LPu,102,3,32,55,26,19,11,1.07,2.62,,,,,,,
18800,18001,MN-3084,,1,20,2,,,,,GLu,15,2,1,41,31,28,5,1.26,3.53,1,45,25,30,5,1.62,0.63
18801,18001,MN-3084,,1,20,3,,,,,CHh,52,4,1,25,48,27,5,1.21,2.15,1,25,49,26,9,1.31,0.96
18802,18001,MN-3084,,1,10,4,,,,,FLe,2,4,1,44,33,23,9,1.33,0.73,1,46,31,23,9,1.4,0.32
18803,18001,MN-3084,,1,10,5,,,,,HS,86,1,1,0,0,0,,0.28,33.74,1,0,0,0,,0.15,34.09
18804,18002,MN-3085,,1,50,1,,,,,GLu,15,2,1,41,31,28,5,1.26,3.53,1,45,25,30,5,1.62,0.63
18805,18002,MN-3085,,1,20,2,,,,,CHh,52,4,1,25,48,27,5,1.21,2.15,1,25,49,26,9,1.31,0.96
18806,18002,MN-3085,,1,20,3,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18807,18002,MN-3085,,1,10,4,,,,,HS,86,1,1,0,0,0,,0.28,33.74,1,0,0,0,,0.15,34.09
18808,18003,MN-3086,,1,50,1,,,,,CHh,52,4,1,25,48,27,5,1.21,2.15,1,25,49,26,9,1.31,0.96
18809,18003,MN-3086,,1,30,2,,,,,LPu,102,3,32,55,26,19,11,1.07,2.62,,,,,,,
18810,18003,MN-3086,,1,10,3,,,,,FLe,2,4,1,44,33,23,9,1.33,0.73,1,46,31,23,9,1.4,0.32
18811,18003,MN-3086,,1,10,4,,,,,HS,86,1,1,0,0,0,,0.28,33.74,1,0,0,0,,0.15,34.09
18812,18004,MN-3087,,1,70,1,,,,,CHh,52,4,1,25,48,27,5,1.21,2.15,1,25,49,26,9,1.31,0.96
18813,18004,MN-3087,,1,10,2,,,,,GLu,15,2,1,41,31,28,5,1.26,3.53,1,45,25,30,5,1.62,0.63
18814,18004,MN-3087,,1,10,3,,,,,FLe,2,4,1,44,33,23,9,1.33,0.73,1,46,31,23,9,1.4,0.32
18815,18004,MN-3087,,1,10,4,,,,,PHh,132,4,1,34,35,31,5,1.29,1.75,1,36,35,29,5,1.36,0.66
18816,18005,MN-3088,,1,40,1,,,,,CHh,52,4,1,25,48,27,5,1.21,2.15,1,25,49,26,9,1.31,0.96
18817,18005,MN-3088,,1,20,2,,,,,GLu,15,2,1,41,31,28,5,1.26,3.53,1,45,25,30,5,1.62,0.63
18818,18005,MN-3088,,1,20,3,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18819,18005,MN-3088,,1,10,4,,,,,PHh,132,4,1,34,35,31,5,1.29,1.75,1,36,35,29,5,1.36,0.66
18820,18005,MN-3088,,1,10,5,,,,,HS,86,1,1,0,0,0,,0.28,33.74,1,0,0,0,,0.15,34.09
18821,18006,MN-3089,,1,70,1,,,,,CHh,52,4,1,25,48,27,5,1.21,2.15,1,25,49,26,9,1.31,0.96
18822,18006,MN-3089,,1,10,2,,,,,FLe,2,4,1,44,33,23,9,1.33,0.73,1,46,31,23,9,1.4,0.32
18823,18006,MN-3089,,1,10,3,,,,,PHh,132,4,1,34,35,31,5,1.29,1.75,1,36,35,29,5,1.36,0.66
18824,18006,MN-3089,,1,10,4,,,,,SNh,171,4,1,47,27,26,10,1.51,0.62,1,42,27,31,5,1.56,0.22
18825,18007,MN-3090,,1,70,1,,,,,PHh,132,4,1,34,35,31,5,1.29,1.75,1,36,35,29,5,1.36,0.66
18826,18007,MN-3090,,1,10,2,,,,,SNg,176,2,1,35,37,28,5,1.32,0.7,1,27,37,36,5,1.4,0.25
18827,18007,MN-3090,,1,10,3,,,,,LPm,101,3,27,44,32,24,9,1.11,1.67,,,,,,,
18828,18007,MN-3090,,1,10,4,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18829,18008,MN-3091,,1,80,1,,,,,PHh,132,4,1,34,35,31,5,1.29,1.75,1,36,35,29,5,1.36,0.66
18830,18008,MN-3091,,1,10,2,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18831,18008,MN-3091,,1,10,3,,,,,FLe,2,4,1,44,33,23,9,1.33,0.73,1,46,31,23,9,1.4,0.32
18832,18009,MN-3092,,1,60,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18833,18009,MN-3092,,1,30,2,,,,,GLm,14,2,1,36,30,34,5,1.29,1.63,1,37,27,36,5,1.36,0.55
18834,18009,MN-3092,,1,10,3,,,,,SNg,176,2,1,35,37,28,5,1.32,0.7,1,27,37,36,5,1.4,0.25
18835,18010,MN-3093,,1,50,1,,,,,PHh,132,4,1,34,35,31,5,1.29,1.75,1,36,35,29,5,1.36,0.66
18836,18010,MN-3093,,1,30,2,,,,,CHh,52,4,1,25,48,27,5,1.21,2.15,1,25,49,26,9,1.31,0.96
18837,18010,MN-3093,,1,10,3,,,,,GLm,14,2,1,36,29,35,5,1.29,1.37,,,,,,,
18838,18010,MN-3093,,1,10,4,,,,,LPm,101,3,27,44,32,24,9,1.11,1.67,,,,,,,
18839,18011,MN-3094,,1,80,1,,,,,KSh,93,4,1,29,39,32,5,1.32,1.03,,,,,,,
18840,18011,MN-3094,,1,20,2,,,,,PHh,132,4,1,34,35,31,5,1.29,1.75,1,36,35,29,5,1.36,0.66
18841,18012,MN-3095,,1,60,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18842,18012,MN-3095,,1,30,2,,,,,PHh,132,4,1,34,35,31,5,1.29,1.75,1,36,35,29,5,1.36,0.66
18843,18012,MN-3095,,1,10,3,,,,,SNg,176,2,1,35,37,28,5,1.32,0.7,1,27,37,36,5,1.4,0.25
18844,18013,MN-3096,,1,90,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18845,18013,MN-3096,,1,10,2,,,,,PHl,134,4,1,32,36,32,5,1.28,1.71,1,28,33,39,5,1.37,0.71
18846,18014,MN-3097,,1,60,1,,,,,CHh,52,4,1,25,48,27,5,1.21,2.15,1,25,49,26,9,1.31,0.96
18847,18014,MN-3097,,1,30,2,,,,,PHl,134,4,1,32,36,32,5,1.28,1.71,1,28,33,39,5,1.37,0.71
18848,18014,MN-3097,,1,10,3,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18849,18015,MN-3098,,1,60,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18850,18015,MN-3098,,1,30,2,,,,,PHl,134,4,1,32,36,32,5,1.28,1.71,1,28,33,39,5,1.37,0.71
18851,18015,MN-3098,,1,10,3,,,,,SNg,176,2,1,35,37,28,5,1.32,0.7,1,27,37,36,5,1.4,0.25
18852,18016,MN-3099,,1,90,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18853,18016,MN-3099,,1,10,2,,,,,SNh,171,4,1,47,27,26,10,1.51,0.62,1,42,27,31,5,1.56,0.22
18854,18017,MN-3100,,1,80,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18855,18017,MN-3100,,1,10,2,,,,,SNg,176,2,1,35,37,28,5,1.32,0.7,1,27,37,36,5,1.4,0.25
18856,18017,MN-3100,,1,10,3,,,,,FLe,2,4,1,44,33,23,9,1.33,0.73,1,46,31,23,9,1.4,0.32
18857,18018,MN-3101,,1,50,1,,,,,PHh,132,4,1,34,35,31,5,1.29,1.75,1,36,35,29,5,1.36,0.66
18858,18018,MN-3101,,1,30,2,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18859,18018,MN-3101,,1,10,3,,,,,FLe,2,4,1,44,33,23,9,1.33,0.73,1,46,31,23,9,1.4,0.32
18860,18018,MN-3101,,1,10,4,,,,,SNh,171,4,1,47,27,26,10,1.51,0.62,1,42,27,31,5,1.56,0.22
18861,18019,MN-3102,,1,40,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18862,18019,MN-3102,,1,30,2,,,,,PHh,132,4,1,34,35,31,5,1.29,1.75,1,36,35,29,5,1.36,0.66
18863,18019,MN-3102,,1,10,3,,,,,FLe,2,4,1,44,33,23,9,1.33,0.73,1,46,31,23,9,1.4,0.32
18864,18019,MN-3102,,1,10,4,,,,,SNh,171,4,1,47,27,26,10,1.51,0.62,1,42,27,31,5,1.56,0.22
18865,18019,MN-3102,,1,10,5,,,,,GLu,15,2,1,41,31,28,5,1.26,3.53,1,45,25,30,5,1.62,0.63
18866,18020,MN-3103,,1,90,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18867,18020,MN-3103,,1,10,2,,,,,SNh,171,4,1,47,27,26,10,1.51,0.62,1,42,27,31,5,1.56,0.22
18868,18021,MN-3104,,1,80,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18869,18021,MN-3104,,1,20,2,,,,,SNh,171,4,1,46,26,28,10,1.52,0.52,,,,,,,
18870,18022,MN-3105,,1,80,1,,,,,KSh,93,4,1,29,39,32,5,1.32,1.03,,,,,,,
18871,18022,MN-3105,,1,20,2,,,,,SNg,176,2,1,35,37,28,5,1.32,0.7,1,27,37,36,5,1.4,0.25
18872,18023,MN-3106,,1,60,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18873,18023,MN-3106,,1,20,2,,,,,SNh,171,4,1,47,27,26,10,1.51,0.62,1,42,27,31,5,1.56,0.22
18874,18023,MN-3106,,1,20,3,,,,,PHh,132,4,1,34,35,31,5,1.29,1.75,1,36,35,29,5,1.36,0.66
18875,18024,MN-3107,,1,80,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18876,18024,MN-3107,,1,10,2,,,,,KSl,94,4,1,36,42,22,9,1.24,1.21,1,28,43,29,5,1.26,0.52
18877,18024,MN-3107,,1,10,3,,,,,SNh,171,4,1,47,27,26,10,1.51,0.62,1,42,27,31,5,1.56,0.22
18878,18025,MN-3108,,1,40,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18879,18025,MN-3108,,1,20,2,,,,,PHl,134,4,1,32,36,32,5,1.28,1.71,1,28,33,39,5,1.37,0.71
18880,18025,MN-3108,,1,20,3,,,,,PHh,132,4,1,34,35,31,5,1.29,1.75,1,36,35,29,5,1.36,0.66
18881,18025,MN-3108,,1,10,4,,,,,SNh,171,4,1,47,27,26,10,1.51,0.62,1,42,27,31,5,1.56,0.22
18882,18025,MN-3108,,1,10,5,,,,,FLe,2,4,1,44,33,23,9,1.33,0.73,1,46,31,23,9,1.4,0.32
18883,18026,MN-3109,,1,90,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18884,18026,MN-3109,,1,10,2,,,,,SCh,163,4,1,50,28,22,9,1.28,0.45,1,52,27,21,10,1.44,0.19
18885,18027,MN-3110,,1,80,1,,,,,KSh,93,4,1,30,38,32,5,1.29,1.16,1,30,40,30,5,1.39,0.46
18886,18027,MN-3110,,1,10,2,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18887,18027,MN-3110,,1,10,3,,,,,SCh,163,4,1,50,28,22,9,1.28,0.45,1,52,27,21,10,1.44,0.19
18888,18028,MN-3111,,1,80,1,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18889,18028,MN-3111,,1,10,2,,,,,SNh,171,4,1,47,27,26,10,1.51,0.62,1,42,27,31,5,1.56,0.22
18890,18028,MN-3111,,1,10,3,,,,,SCh,163,4,1,50,28,22,9,1.28,0.45,1,52,27,21,10,1.44,0.19
18891,18029,MN-3112,,1,80,1,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18892,18029,MN-3112,,1,10,2,,,,,GLk,11,1,1,33,26,41,3,1.29,0.8,1,40,26,34,5,1.53,0.31
18893,18029,MN-3112,,1,10,3,,,,,SNg,176,2,1,35,37,28,5,1.32,0.7,1,27,37,36,5,1.4,0.25
18894,18030,MN-3113,,1,70,1,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18895,18030,MN-3113,,1,30,2,,,,,SNh,171,4,1,47,27,26,10,1.51,0.62,1,42,27,31,5,1.56,0.22
18896,18031,MN-3114,,1,100,1,,,,,CLl,59,4,1,51,24,25,10,1.45,0.35,,,,,,,
18897,18032,MN-3115,,1,90,1,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18898,18032,MN-3115,,1,10,2,,,,,SNh,171,4,1,47,27,26,10,1.51,0.62,1,42,27,31,5,1.56,0.22
18899,18033,MN-3116,,1,60,1,,,,,GYl,84,4,1,41,35,24,9,1.37,0.19,1,39,34,27,5,1.4,0.13
18900,18033,MN-3116,,1,30,2,,,,,CLl,59,4,1,51,24,25,10,1.45,0.35,,,,,,,
18901,18033,MN-3116,,1,10,3,,,,,CLh,58,4,1,43,32,25,9,1.32,0.29,1,43,30,27,5,1.38,0.22
18902,18034,MN-3117,,1,100,1,,,,,CLl,59,4,1,51,24,25,10,1.45,0.35,,,,,,,
18903,18035,MN-3118,,1,80,1,,,,,CLl,59,4,1,51,24,25,10,1.45,0.35,,,,,,,
18904,18035,MN-3118,,1,20,2,,,,,CLh,58,4,1,43,32,25,9,1.32,0.29,1,43,30,27,5,1.38,0.22
18905,18036,MN-3119,,1,70,1,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18906,18036,MN-3119,,1,30,2,,,,,GYl,84,4,1,41,35,24,9,1.37,0.19,1,39,34,27,5,1.4,0.13
18907,18037,MN-3120,,1,70,1,,,,,SNh,171,4,1,47,27,26,10,1.51,0.62,1,42,27,31,5,1.56,0.22
18908,18037,MN-3120,,1,30,2,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18909,18038,MN-3121,,1,100,1,,,,,CLl,59,4,1,51,24,25,10,1.45,0.35,,,,,,,
18910,18039,MN-3122,,1,80,1,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18911,18039,MN-3122,,1,20,2,,,,,SCh,163,4,1,49,28,23,9,1.28,0.42,,,,,,,
18912,18040,MN-3123,,1,100,1,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18913,18041,MN-3124,,1,70,1,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18914,18041,MN-3124,,1,30,2,,,,,GLk,11,1,1,33,26,41,3,1.29,0.8,1,40,26,34,5,1.53,0.31
18915,18042,MN-3125,,1,60,1,,,,,SNh,171,4,1,47,27,26,10,1.51,0.62,1,42,27,31,5,1.56,0.22
18916,18042,MN-3125,,1,30,2,,,,,CLl,59,4,1,54,24,22,10,1.48,0.4,1,47,24,29,10,1.48,0.2
18917,18042,MN-3125,,1,10,3,,,,,GLm,14,2,1,36,30,34,5,1.29,1.63,1,37,27,36,5,1.36,0.55
18918,18043,MNns4,,0,100,1,,,,,DS,194,,,,,,,,,,,,,,,
18919,18044,MQ21,,1,60,1,,,,,GLe,10,1,0,9,26,65,1,1.11,1.85,0,3,23,74,1,1.31,0.74
18920,18044,MQ21,,1,40,2,,,,,VRe,178,2,0,5,8,87,1,1.64,2.12,0,1,4,95,1,1.6,0.71
18921,18045,MQ22,,1,60,1,,,,,ALh,25,4,1,18,54,28,4,0.72,8.04,0,11,48,41,2,0.93,1.09
18922,18045,MQ22,,1,40,2,,,,,CMe,62,4,0,33,15,52,3,1.32,1.6,0,36,14,50,3,1.37,1.22
18923,18046,MQ23,,1,40,1,,,,,FRh,72,4,0,13,31,56,3,1.42,5.12,0,9,19,72,1,1.25,1.95
18924,18046,MQ23,,1,30,2,,,,,ANu,34,4,0,13,52,35,4,0.27,19.2,16,18,56,26,7,0.45,7.09
18925,18046,MQ23,,1,30,3,,,,,CMv,67,4,0,30,28,42,3,1.34,1.56,0,26,27,47,3,1.39,0.75
18926,18047,MS23,,1,40,1,,,,,FRh,72,4,0,13,31,56,3,1.42,5.12,0,9,19,72,1,1.25,1.95
18927,18047,MS23,,1,30,2,,,,,ANu,34,4,0,13,52,35,4,0.27,19.2,16,18,56,26,7,0.45,7.09
18928,18047,MS23,,1,30,3,,,,,CMv,67,4,0,30,28,42,3,1.34,1.56,0,26,27,47,3,1.39,0.75
18929,18048,MX1,,1,80,1,,,,,LPk,100,3,10,42,24,34,5,1.2,7.6,,,,,,,
18930,18048,MX1,,1,20,2,,,,,LPq,103,3,28,50,26,24,10,1.09,14,,,,,,,
18931,18049,MX10,,1,42,1,,,,,LPk,100,3,10,42,24,34,5,1.2,7.6,,,,,,,
18932,18049,MX10,,1,23,2,,,,,RGc,157,4,9,51,41,8,9,1.5,8.03,5,37,58,5,7,1.47,3.45
18933,18049,MX10,,1,25,3,,,,,LPq,103,3,28,50,26,24,10,1.09,14,,,,,,,
18934,18049,MX10,,1,10,4,,,,,VRk,180,2,9,52,18,30,10,1.18,0.19,5,36,4,60,1,1.11,0.12
18935,18050,MX100,,1,80,1,,,,,VRe,178,2,4,27,20,53,3,1.1,1.61,4,24,14,62,1,1.1,0.88
18936,18050,MX100,,1,13,2,,,,,VRe,178,2,4,27,20,53,3,1.1,1.61,4,24,14,62,1,1.1,0.88
18937,18050,MX100,,1,7,3,,,,,CMx,66,4,4,25,21,54,3,1.1,2.37,4,23,20,57,3,1.1,0.84
18938,18051,MX101,,1,45,1,,,,,ANu,34,4,10,50,42,8,9,1.41,4.19,10,51,46,3,11,1.47,2.3
18939,18051,MX101,,1,25,2,,,,,CMx,66,4,4,25,21,54,3,1.1,2.37,4,23,20,57,3,1.1,0.84
18940,18051,MX101,,1,15,3,,,,,ACh,19,4,4,33,22,45,3,1.17,0.95,4,22,17,61,1,1.11,0.25
18941,18051,MX101,,1,10,4,,,,,PHh,132,4,4,25,35,40,3,1.18,2.74,4,21,29,50,3,1.12,1.42
18942,18051,MX101,,1,5,5,,,,,ANu,34,4,10,50,42,8,9,1.41,4.19,10,51,46,3,11,1.47,2.3
18943,18052,MX102,,1,100,1,,,,,VRe,178,2,4,27,20,53,3,1.1,1.61,4,24,14,62,1,1.1,0.88
18944,18053,MX103,,1,65,1,,,,,ANu,34,4,10,50,42,8,9,1.41,4.19,10,51,46,3,11,1.47,2.3
18945,18053,MX103,,1,35,2,,,,,VRe,178,2,4,27,20,53,3,1.1,1.61,4,24,14,62,1,1.1,0.88
18946,18054,MX104,,1,40,1,,,,,ANu,34,4,10,50,42,8,9,1.41,4.19,10,51,46,3,11,1.47,2.3
18947,18054,MX104,,1,30,2,,,,,PHh,132,4,4,25,35,40,3,1.18,2.74,4,21,29,50,3,1.12,1.42
18948,18054,MX104,,1,30,3,,,,,ANu,34,4,10,50,42,8,9,1.41,4.19,10,51,46,3,11,1.47,2.3
18949,18055,MX105,,1,36,1,,,,,ANu,34,4,10,50,42,8,9,1.41,4.19,10,51,46,3,11,1.47,2.3
18950,18055,MX105,,1,24,2,,,,,PHh,132,4,4,25,35,40,3,1.18,2.74,4,21,29,50,3,1.12,1.42
18951,18055,MX105,,1,40,3,,,,,ANu,34,4,10,50,42,8,9,1.41,4.19,10,51,46,3,11,1.47,2.3
18952,18056,MX106,,1,42,1,,,,,VRe,178,2,4,27,20,53,3,1.1,1.61,4,24,14,62,1,1.1,0.88
18953,18056,MX106,,1,18,2,,,,,RGe,156,6,19,73,23,4,11,1.52,0.41,19,73,23,4,11,1.53,0.15
18954,18056,MX106,,1,18,3,,,,,RGe,156,6,19,73,23,4,11,1.52,0.41,19,73,23,4,11,1.53,0.15
18955,18056,MX106,,1,12,4,,,,,VRe,178,2,4,27,20,53,3,1.1,1.61,4,24,14,62,1,1.1,0.88
18956,18056,MX106,,1,10,5,,,,,CMx,66,4,4,25,21,54,3,1.1,2.37,4,23,20,57,3,1.1,0.84
18957,18057,MX107,,1,56,1,,,,,CMx,66,4,4,25,21,54,3,1.1,2.37,4,23,20,57,3,1.1,0.84
18958,18057,MX107,,1,24,2,,,,,SCg,165,2,4,18,22,60,1,1.1,1.6,4,17,27,56,3,1.1,0.93
18959,18057,MX107,,1,13,3,,,,,CMx,66,4,4,25,21,54,3,1.1,2.37,4,23,20,57,3,1.1,0.84
18960,18057,MX107,,1,7,4,,,,,RGe,156,6,19,73,23,4,11,1.52,0.41,19,73,23,4,11,1.53,0.15
18961,18058,MX108,,1,70,1,,,,,RGe,156,6,19,73,23,4,11,1.52,0.41,19,73,23,4,11,1.53,0.15
18962,18058,MX108,,1,30,2,,,,,CMe,62,4,6,49,27,24,10,1.34,1.04,8,58,18,24,10,1.3,0.19
18963,18059,MX109,,1,40,1,,,,,CMe,62,4,6,49,27,24,10,1.34,1.04,8,58,18,24,10,1.3,0.19
18964,18059,MX109,,1,35,2,,,,,RGe,156,6,19,73,23,4,11,1.52,0.41,19,73,23,4,11,1.53,0.15
18965,18059,MX109,,1,25,3,,,,,LVx,108,4,6,33,25,42,3,1.14,3.36,,,,,,,
18966,18060,MX11,,1,70,1,,,,,GLe,10,1,3,24,11,65,1,1.1,1.5,1,23,7,70,1,1.1,0.56
18967,18060,MX11,,1,30,2,,,,,SCh,163,4,4,42,27,31,5,1.2,0.46,4,42,26,32,5,1.2,0.4
18968,18061,MX110,,1,100,1,,,,,PHh,132,4,4,25,35,40,3,1.18,2.74,4,21,29,50,3,1.12,1.42
18969,18062,MX111,,1,25,1,,,,,PHh,132,4,4,25,35,40,3,1.18,2.74,4,21,29,50,3,1.12,1.42
18970,18062,MX111,,1,15,2,,,,,LVx,108,4,6,33,25,42,3,1.14,3.36,,,,,,,
18971,18062,MX111,,1,10,3,,,,,RGe,156,6,19,73,23,4,11,1.52,0.41,19,73,23,4,11,1.53,0.15
18972,18062,MX111,,1,21,4,,,,,PHh,132,4,4,25,35,40,3,1.18,2.74,4,21,29,50,3,1.12,1.42
18973,18062,MX111,,1,9,5,,,,,RGe,156,6,19,73,23,4,11,1.52,0.41,19,73,23,4,11,1.53,0.15
18974,18062,MX111,,1,20,6,,,,,PHh,132,4,4,25,35,40,3,1.18,2.74,4,21,29,50,3,1.12,1.42
18975,18063,MX112,,1,100,1,,,,,RGe,156,6,19,73,23,4,11,1.52,0.41,19,73,23,4,11,1.53,0.15
18976,18064,MX113,,1,60,1,,,,,RGe,156,6,19,73,23,4,11,1.52,0.41,19,73,23,4,11,1.53,0.15
18977,18064,MX113,,1,40,2,,,,,PHh,132,4,4,25,35,40,3,1.18,2.74,4,21,29,50,3,1.12,1.42
18978,18065,MX114,,1,100,1,,,,,ANu,34,4,10,50,42,8,9,1.41,4.19,10,51,46,3,11,1.47,2.3
18979,18066,MX115,,1,56,1,,,,,RGe,156,6,19,73,23,4,11,1.52,0.41,19,73,23,4,11,1.53,0.15
18980,18066,MX115,,1,14,2,,,,,CMx,66,4,4,25,21,54,3,1.1,2.37,4,23,20,57,3,1.1,0.84
18981,18066,MX115,,1,18,3,,,,,CMx,66,4,4,25,21,54,3,1.1,2.37,4,23,20,57,3,1.1,0.84
18982,18066,MX115,,1,12,4,,,,,RGe,156,6,19,73,23,4,11,1.52,0.41,19,73,23,4,11,1.53,0.15
18983,18067,MX116,,1,80,1,,,,,RGe,156,6,19,73,23,4,11,1.52,0.41,19,73,23,4,11,1.53,0.15
18984,18067,MX116,,1,20,2,,,,,PHh,132,4,4,25,35,40,3,1.18,2.74,4,21,29,50,3,1.12,1.42
18985,18068,MX117,,1,30,1,,,,,LPq,103,3,28,70,20,10,11,1.5,1.6,,,,,,,
18986,18068,MX117,,1,20,2,,,,,PHh,132,4,4,25,35,40,3,1.18,2.74,4,21,29,50,3,1.12,1.42
18987,18068,MX117,,1,15,3,,,,,RGe,156,6,19,73,23,4,11,1.52,0.41,19,73,23,4,11,1.53,0.15
18988,18068,MX117,,1,20,4,,,,,RGe,156,6,19,73,23,4,11,1.52,0.41,19,73,23,4,11,1.53,0.15
18989,18068,MX117,,1,10,5,,,,,PHh,132,4,4,25,35,40,3,1.18,2.74,4,21,29,50,3,1.12,1.42
18990,18068,MX117,,1,5,6,,,,,CMx,66,4,4,25,21,54,3,1.1,2.37,4,23,20,57,3,1.1,0.84
18991,18069,MX118,,1,70,1,,,,,RGe,156,6,19,73,23,4,11,1.3,0.41,19,73,23,4,11,1.22,0.15
18992,18069,MX118,,1,30,2,,,,,CMe,62,4,6,49,27,24,10,1.34,1.04,8,58,18,24,10,1.3,0.19
18993,18070,MX119,,1,100,1,,,,,PHh,132,4,4,25,35,40,3,1.18,2.74,4,21,29,50,3,1.12,1.42
18994,18071,MX12,,1,29,1,,,,,LPk,100,3,10,42,24,34,5,1.2,7.6,,,,,,,
18995,18071,MX12,,1,16,2,,,,,VRk,180,2,9,52,18,30,10,1.18,0.19,5,36,4,60,1,1.11,0.12
18996,18071,MX12,,1,14,3,,,,,ACp,22,2,10,61,18,21,10,1.42,1.09,5,48,13,39,8,1.13,0.5
18997,18071,MX12,,1,12,4,,,,,LPk,100,3,10,42,24,34,5,1.2,7.6,,,,,,,
18998,18071,MX12,,1,9,5,,,,,VRk,180,2,9,52,18,30,10,1.18,0.19,5,36,4,60,1,1.11,0.12
18999,18071,MX12,,1,16,6,,,,,GLe,10,1,3,24,11,65,1,1.1,1.5,1,23,7,70,1,1.1,0.56
19000,18071,MX12,,1,4,7,,,,,VRk,180,2,9,52,18,30,10,1.18,0.19,5,36,4,60,1,1.11,0.12
19001,18072,MX120,,1,45,1,,,,,RGe,156,6,19,73,23,4,11,1.52,0.41,19,73,23,4,11,1.53,0.15
19002,18072,MX120,,1,35,2,,,,,PHh,132,4,4,25,35,40,3,1.18,2.74,4,21,29,50,3,1.12,1.42
19003,18072,MX120,,1,20,3,,,,,CMe,62,4,6,49,27,24,10,1.34,1.04,8,58,18,24,10,1.3,0.19
