ID,MU_GLOBAL,MU_SOURCE1,MU_SOURCE2,ISSOIL,SHARE,SEQ,SU_SYM74,SU_CODE74,SU_SYM85,SU_CODE85,SU_SYM90,SU_CODE90,DRAINAGE,T_GRAVEL,T_SAND,T_SILT,T_CLAY,T_USDA_TEX_CLASS,T_BULK_DENSITY,T_OC,S_GRAVEL,S_SAND,S_SILT,S_CLAY,S_USDA_TEX_CLASS,S_BULK_DENSITY,S_OC
2096,7828,70823,70042,1,70,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2097,7828,70823,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
2098,7828,70823,70026,1,10,3,,,Bd,14,CMd,63,5,10,75,15,10,11,1.49,0.7,9,68,17,15,11,1.5,0.27
2099,7828,70823,70074,1,10,4,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2100,7829,70824,70042,1,70,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2101,7829,70824,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
2102,7829,70824,70030,1,10,3,,,Bx,40,CMi,70,5,5,74,16,10,11,1.48,0.7,9,76,16,8,11,1.49,0.33
2103,7829,70824,70052,1,10,4,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2104,7830,70825,70042,1,70,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2105,7830,70825,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
2106,7830,70825,70036,1,10,3,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
2107,7830,70825,70074,1,10,4,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2108,7831,70826,70042,1,70,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2109,7831,70826,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
2110,7831,70826,70036,1,10,3,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
2111,7831,70826,70050,1,10,4,,,Gm,84,GLm,14,2,4,39,39,22,9,1.28,1.65,3,37,35,28,5,1.35,0.69
2112,7832,70827,70042,1,70,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2113,7832,70827,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
2114,7832,70827,70036,1,10,3,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
2115,7832,70827,70052,1,10,4,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2116,7833,70828,70042,1,70,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2117,7833,70828,70036,1,10,2,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
2118,7833,70828,70047,1,10,3,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2119,7833,70828,70052,1,10,4,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2120,7834,70829,70042,1,70,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2121,7834,70829,70036,1,10,2,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
2122,7834,70829,70050,1,10,3,,,Gm,84,GLm,14,2,4,39,39,22,9,1.28,1.65,3,37,35,28,5,1.35,0.69
2123,7834,70829,70052,1,10,4,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2124,7835,70830,70042,1,70,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2125,7835,70830,70036,1,10,2,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
2126,7835,70830,70052,1,10,3,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2127,7835,70830,70070,1,10,4,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
2128,7836,70831,70042,1,70,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2129,7836,70831,70036,1,20,2,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
2130,7836,70831,70074,1,10,3,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2131,7837,70832,70042,1,70,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2132,7837,70832,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
2133,7837,70832,70047,1,10,3,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2134,7837,70832,70052,1,10,4,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2135,7838,70833,70042,1,70,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2136,7838,70833,70047,1,10,2,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2137,7838,70833,70052,1,10,3,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2138,7838,70833,70073,1,10,4,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2139,7839,70834,70042,1,70,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2140,7839,70834,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
2141,7839,70834,70052,1,10,3,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2142,7839,70834,70074,1,10,4,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2143,7840,70835,70042,1,70,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2144,7840,70835,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
2145,7840,70835,70052,1,10,3,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2146,7840,70835,70075,1,10,4,,,Pof,170,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2147,7841,70836,70042,1,70,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2148,7841,70836,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
2149,7841,70836,70073,1,10,3,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2150,7841,70836,70074,1,10,4,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2151,7842,70837,70042,1,70,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2152,7842,70837,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
2153,7842,70837,70073,1,10,3,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2154,7842,70837,70075,1,10,4,,,Pof,170,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2155,7843,70838,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2156,7843,70838,70005,1,10,2,,,Bh,31,CMu,64,4,8,41,36,23,9,1.1,2.72,6,44,32,24,9,1.16,1.07
2157,7843,70838,70073,1,10,3,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2158,7844,70839,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2159,7844,70839,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
2160,7844,70839,70074,1,10,3,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2161,7845,70840,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2162,7845,70840,70011,1,20,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
2163,7846,70841,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2164,7846,70841,70016,1,10,2,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
2165,7846,70841,70036,1,10,3,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
2166,7847,70842,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2167,7847,70842,70016,1,10,2,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
2168,7847,70842,70052,1,10,3,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2169,7848,70843,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2170,7848,70843,70016,1,10,2,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
2171,7848,70843,70070,1,10,3,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
2172,7849,70844,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2173,7849,70844,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
2174,7849,70844,70026,1,10,3,,,Bd,14,CMd,63,5,10,75,15,10,11,1.49,0.7,9,68,17,15,11,1.5,0.27
2175,7850,70845,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2176,7850,70845,70026,1,10,2,,,Bd,14,CMd,63,5,10,75,15,10,11,1.49,0.7,9,68,17,15,11,1.5,0.27
2177,7850,70845,70028,1,10,3,,,Be,18,CMe,62,4,10,23,29,48,3,1.28,1.17,24,26,29,45,3,1.35,0.58
2178,7851,70846,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2179,7851,70846,70026,1,10,2,,,Bd,14,CMd,63,5,10,75,15,10,11,1.49,0.7,9,68,17,15,11,1.5,0.27
2180,7851,70846,70052,1,10,3,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2181,7852,70847,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2182,7852,70847,70026,1,10,2,,,Bd,14,CMd,63,5,10,75,15,10,11,1.49,0.7,9,68,17,15,11,1.5,0.27
2183,7852,70847,70074,1,10,3,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2184,7853,70848,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2185,7853,70848,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
2186,7853,70848,70030,1,10,3,,,Bx,40,CMi,70,5,5,74,16,10,11,1.48,0.7,9,76,16,8,11,1.49,0.33
2187,7854,70849,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2188,7854,70849,70030,1,10,2,,,Bx,40,CMi,70,5,5,74,16,10,11,1.48,0.7,9,76,16,8,11,1.49,0.33
2189,7854,70849,70050,1,10,3,,,Gm,84,GLm,14,2,4,39,39,22,9,1.28,1.65,3,37,35,28,5,1.35,0.69
2190,7855,70850,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2191,7855,70850,70030,1,10,2,,,Bx,40,CMi,70,5,5,74,16,10,11,1.48,0.7,9,76,16,8,11,1.49,0.33
2192,7855,70850,70052,1,10,3,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2193,7856,70851,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2194,7856,70851,70030,1,10,2,,,Bx,40,CMi,70,5,5,74,16,10,11,1.48,0.7,9,76,16,8,11,1.49,0.33
2195,7856,70851,70073,1,10,3,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2196,7857,70852,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2197,7857,70852,70012,1,10,2,,,Oe,158,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
2198,7857,70852,70036,1,10,3,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
2199,7858,70853,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2200,7858,70853,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
2201,7858,70853,70036,1,10,3,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
2202,7859,70854,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2203,7859,70854,70036,1,10,2,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
2204,7859,70854,70048,1,10,3,,,Mo,154,GRh,79,4,10,25,54,21,7,1.31,1.6,10,23,49,28,5,1.49,0.4
2205,7860,70855,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2206,7860,70855,70036,1,10,2,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
2207,7860,70855,70050,1,10,3,,,Gm,84,GLm,14,2,4,39,39,22,9,1.28,1.65,3,37,35,28,5,1.35,0.69
2208,7861,70856,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2209,7861,70856,70036,1,10,2,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
2210,7861,70856,70052,1,10,3,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2211,7862,70857,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2212,7862,70857,70036,1,10,2,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
2213,7862,70857,70074,1,10,3,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2214,7863,70858,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2215,7863,70858,70036,1,10,2,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
2216,7863,70858,70079,1,10,3,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2217,7864,70859,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2218,7864,70859,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
2219,7864,70859,70041,1,10,3,,,Dgs,56,PDj,128,2,1,24,58,18,7,1.35,1.5,4,12,55,33,4,1.6,0.23
2220,7865,70860,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2221,7865,70860,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
2222,7865,70860,70047,1,10,3,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2223,7866,70861,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2224,7866,70861,70047,1,10,2,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2225,7866,70861,70050,1,10,3,,,Gm,84,GLm,14,2,4,39,39,22,9,1.28,1.65,3,37,35,28,5,1.35,0.69
2226,7867,70862,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2227,7867,70862,70047,1,10,2,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2228,7867,70862,70075,1,10,3,,,Pof,170,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2229,7868,70863,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2230,7868,70863,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
2231,7868,70863,70050,1,10,3,,,Gm,84,GLm,14,2,4,39,39,22,9,1.28,1.65,3,37,35,28,5,1.35,0.69
2232,7869,70864,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2233,7869,70864,70050,1,10,2,,,Gm,84,GLm,14,2,4,39,39,22,9,1.28,1.65,3,37,35,28,5,1.35,0.69
2234,7869,70864,70070,1,10,3,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
2235,7870,70865,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2236,7870,70865,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
2237,7870,70865,70052,1,10,3,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2238,7871,70866,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2239,7871,70866,70047,1,10,2,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2240,7871,70866,70052,1,10,3,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2241,7872,70867,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2242,7872,70867,70050,1,10,2,,,Gm,84,GLm,14,2,4,39,39,22,9,1.28,1.65,3,37,35,28,5,1.35,0.69
2243,7872,70867,70052,1,10,3,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2244,7873,70868,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2245,7873,70868,70052,1,10,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2246,7873,70868,70061,1,10,3,,,Je,117,FLe,2,2,18,80,12,8,12,1.27,0.58,10,79,11,10,11,1.44,0.24
2247,7874,70869,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2248,7874,70869,70052,1,10,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2249,7874,70869,70070,1,10,3,,,Od,156,HSf,89,1,1,20,40,40,3,0.1,33.63,2,47,26,27,10,0.1,32.89
2250,7875,70870,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2251,7875,70870,70052,1,10,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2252,7875,70870,70073,1,10,3,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2253,7876,70871,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2254,7876,70871,70052,1,10,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2255,7876,70871,70074,1,10,3,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2256,7877,70872,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2257,7877,70872,70052,1,20,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2258,7878,70873,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2259,7878,70873,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
2260,7878,70873,70072,1,10,3,,,Pgh,163,PZg,153,2,2,86,10,4,12,1.31,1.97,3,85,10,5,12,1.54,0.91
2261,7879,70874,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2262,7879,70874,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
2263,7879,70874,70074,1,10,3,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2264,7880,70875,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2265,7880,70875,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
2266,7880,70875,70075,1,10,3,,,Pof,170,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2267,7881,70876,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2268,7881,70876,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
2269,7881,70876,70079,1,10,3,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2270,7882,70877,70042,1,80,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2271,7882,70877,70073,1,10,2,,,Phf,166,PZf,151,6,3,86,8,6,12,1.41,2.02,3,86,6,8,12,1.57,0.51
2272,7882,70877,70079,1,10,3,,,Rx,189,RGi,161,3,22,26,63,11,7,1.33,1.15,28,26,63,11,7,1.48,0.4
2273,7883,70878,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2274,7883,70878,70005,1,10,2,,,Bh,31,CMu,64,4,8,41,36,23,9,1.1,2.72,6,44,32,24,9,1.16,1.07
2275,7884,70879,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2276,7884,70879,70006,1,10,2,,,Bh,31,CMx,66,4,2,21,29,50,3,1.23,1.43,4,21,28,51,3,1.38,0.58
2277,7885,70880,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2278,7885,70880,70010,1,10,2,,,Gds,67,GLu,15,2,4,38,42,20,9,1.31,4.59,5,38,32,30,5,1.49,0.67
2279,7886,70881,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2280,7886,70881,70011,1,10,2,,,Ox,159,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
2281,7887,70882,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2282,7887,70882,70012,1,10,2,,,Oe,158,HSi,91,1,,18,61,21,7,0.26,35.27,,18,61,21,7,0.16,39.16
2283,7888,70883,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2284,7888,70883,70016,1,10,2,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
2285,7889,70884,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2286,7889,70884,70025,0,10,2,,,RK,226,RK,196,,,,,,,,,,,,,,,
2287,7890,70885,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2288,7890,70885,70026,1,10,2,,,Bd,14,CMd,63,5,10,75,15,10,11,1.49,0.7,9,68,17,15,11,1.5,0.27
2289,7891,70886,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2290,7891,70886,70028,1,10,2,,,Be,18,CMe,62,4,10,23,29,48,3,1.28,1.17,24,26,29,45,3,1.35,0.58
2291,7892,70887,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2292,7892,70887,70030,1,10,2,,,Bx,40,CMi,70,5,5,74,16,10,11,1.48,0.7,9,76,16,8,11,1.49,0.33
2293,7893,70888,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2294,7893,70888,70031,1,10,2,,,Cl,49,CHl,54,4,4,34,41,25,9,1.21,1.64,16,34,37,29,5,1.36,0.78
2295,7894,70889,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2296,7894,70889,70033,1,10,2,,,Ck,45,CHk,53,4,4,13,42,45,2,1.16,2.1,6,13,44,43,2,1.36,0.86
2297,7895,70890,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2298,7895,70890,70034,1,10,2,,,Cl,49,CHl,54,4,4,19,37,44,3,1.23,2.44,6,14,39,47,3,1.37,1.25
2299,7896,70891,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2300,7896,70891,70036,1,10,2,,,De,52,PDe,126,4,1,35,54,11,7,1.36,1.2,4,37,43,20,9,1.61,0.25
2301,7897,70892,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2302,7897,70892,70047,1,10,2,,,Gd,66,GLd,12,2,2,40,39,21,9,1.3,1.17,6,41,34,25,9,1.36,0.4
2303,7898,70893,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2304,7898,70893,70048,1,10,2,,,Mo,154,GRh,79,4,10,25,54,21,7,1.31,1.6,10,23,49,28,5,1.49,0.4
2305,7899,70894,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2306,7899,70894,70050,1,10,2,,,Gm,84,GLm,14,2,4,39,39,22,9,1.28,1.65,3,37,35,28,5,1.35,0.69
2307,7900,70895,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2308,7900,70895,70052,1,10,2,,,Gx,90,GLi,17,2,4,37,46,17,9,1.44,3.14,5,33,46,21,9,1.54,0.8
2309,7901,70896,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
2310,7901,70896,70057,1,10,2,,,Hh,101,PHh,132,4,2,38,39,23,9,1.3,1.95,4,40,37,23,9,1.39,0.67
2311,7902,70897,70042,1,90,1,,,Eo,60,LPk,100,4,21,76,16,8,11,1.45,1.93,,,,,,,
